run_id,experiment_id,trade_date,portfolio_id,benchmark,gross_return,transaction_cost,daily_return,turnover,nav,top_k,horizon,research_boundary,max_drawdown
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-21,top5_equal_weight,CSI300_DEMO,0.008058411677738376,0.001,0.0070584116777383755,1.0,1.0070584116777384,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-24,top5_equal_weight,CSI300_DEMO,0.008035599897903322,0.0,0.008035599897903322,0.0,1.0151507301477987,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-25,top5_equal_weight,CSI300_DEMO,0.00800993506519836,0.0,0.00800993506519836,0.0,1.0232820215776712,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-26,top5_equal_weight,CSI300_DEMO,0.007998480709957212,0.0,0.007998480709957212,0.0,1.031466723088106,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-27,top5_equal_weight,CSI300_DEMO,0.007990123282226725,0.0,0.007990123282226725,0.0,1.0397082693670945,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-11-28,top5_equal_weight,CSI300_DEMO,0.008032127349955865,0.0005714285714285714,0.007460698778527293,0.5714285714285714,1.0474652195823864,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-01,top5_equal_weight,CSI300_DEMO,0.008066680149348438,0.0003333333333333334,0.007733346816015105,0.33333333333333337,1.0555656314031303,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-08,top5_equal_weight,CSI300_DEMO,0.008208152591262907,0.0005714285714285714,0.007636724019834335,0.5714285714285714,1.0636266948149782,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-09,top5_equal_weight,CSI300_DEMO,0.00839145100725509,0.0003333333333333334,0.008058117673921757,0.33333333333333337,1.0721975238829218,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-10,top5_equal_weight,CSI300_DEMO,0.008433545722986402,0.0,0.008433545722986402,0.0,1.0812399507246613,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-11,top5_equal_weight,CSI300_DEMO,0.008472509117999039,0.0,0.008472509117999039,0.0,1.090400766065921,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-12,top5_equal_weight,CSI300_DEMO,0.008464544595779788,0.0003333333333333334,0.008131211262446454,0.33333333333333337,1.0992670450555364,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-15,top5_equal_weight,CSI300_DEMO,0.00851455462820878,0.0,0.00851455462820878,0.0,1.1086268143616516,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-16,top5_equal_weight,CSI300_DEMO,0.008558636654343709,0.0,0.008558636654343709,0.0,1.1181151484510354,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-24,top5_equal_weight,CSI300_DEMO,0.008669645625213728,0.0,0.008669645625213728,0.0,1.1278088105562891,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-25,top5_equal_weight,CSI300_DEMO,0.008664312841868905,0.0,0.008664312841868905,0.0,1.1375804989167648,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-26,top5_equal_weight,CSI300_DEMO,0.008643238567006195,0.0,0.008643238567006195,0.0,1.1474128785580762,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-29,top5_equal_weight,CSI300_DEMO,0.00861348524831076,0.0,0.00861348524831076,0.0,1.157296102461258,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-30,top5_equal_weight,CSI300_DEMO,0.008578789316468693,0.0,0.008578789316468693,0.0,1.1672243019010433,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2025-12-31,top5_equal_weight,CSI300_DEMO,0.00853299950167794,0.0,0.00853299950167794,0.0,1.1771842262875112,5,5d,research_signals_only_not_investment_advice,0.0
day5_lightgbm_walk_forward_v001,exp_day5_cross_sectional_baseline_v001,2026-01-01,top5_equal_weight,CSI300_DEMO,0.008486570592016473,0.0,0.008486570592016473,0.0,1.1871744833237086,5,5d,research_signals_only_not_investment_advice,0.0
